global_step,episode,episode_return,episode_length,epsilon,loss,eval_mean_return,wall_time_sec
46056,863,255.0,255,0.27078,4.744009971618652,341.0,44.242
46346,864,290.0,290,0.266188,41.370384216308594,341.0,44.519
46381,865,35.0,35,0.265634,1.0452593564987183,341.0,44.55
46589,866,208.0,208,0.262341,1.18740975856781,341.0,44.76
46819,867,230.0,230,0.258699,0.9139513373374939,341.0,44.98
47092,868,273.0,273,0.254377,41.7611083984375,341.0,45.235
47293,869,201.0,201,0.251194,7.624466896057129,341.0,45.423
47426,870,133.0,133,0.249088,1.266139268875122,341.0,45.545
47739,871,313.0,313,0.244132,0.8805710673332214,341.0,45.862
48047,872,308.0,308,0.239256,1.0286574363708496,341.0,46.183
48243,873,196.0,196,0.236152,0.9165158271789551,341.0,46.382
48449,874,206.0,206,0.232891,2.812373399734497,341.0,46.583
48717,875,268.0,268,0.228648,0.4182940125465393,341.0,46.835
48999,876,282.0,282,0.224183,3.506082773208618,341.0,47.1
49269,877,270.0,270,0.219908,0.9443447589874268,341.0,47.356
49509,878,240.0,240,0.216108,1.4998215436935425,341.0,47.62
49997,879,488.0,488,0.208381,1.4675716161727905,341.0,48.085
50224,880,227.0,227,0.204787,0.65436190366745,259.6,48.611
50467,881,243.0,243,0.200939,1.2462222576141357,259.6,48.863
50803,882,336.0,336,0.195619,1.5245680809020996,259.6,49.193
51032,883,229.0,229,0.191993,11.537972450256348,259.6,49.407
51242,884,210.0,210,0.188668,0.7402657866477966,259.6,49.628
51476,885,234.0,234,0.184963,8.419492721557617,259.6,49.858
51709,886,233.0,233,0.181274,1.5985796451568604,259.6,50.099
51934,887,225.0,225,0.177712,0.7827168107032776,259.6,50.35
52182,888,248.0,248,0.173785,4.153303146362305,259.6,50.61
52481,889,299.0,299,0.169051,1.1513912677764893,259.6,50.955
52855,890,374.0,374,0.163129,4.650333881378174,259.6,51.344
53128,891,273.0,273,0.158807,0.5847328305244446,259.6,51.61
53439,892,311.0,311,0.153883,3.383253335952759,259.6,51.903
53698,893,259.0,259,0.149782,12.998430252075195,259.6,52.186
53916,894,218.0,218,0.14633,0.7652091383934021,259.6,52.41
54136,895,220.0,220,0.142847,1.1189125776290894,259.6,52.62
54381,896,245.0,245,0.138968,1.173403024673462,259.6,52.857
54587,897,206.0,206,0.135706,0.515800416469574,259.6,53.056
54825,898,238.0,238,0.131938,0.8770862817764282,259.6,53.307
55047,899,222.0,222,0.128422,20.298547744750977,259.6,53.529
55243,900,196.0,196,0.125319,5.481173515319824,259.6,53.736
55513,901,270.0,270,0.121044,47.43920135498047,259.6,54.014
55781,902,268.0,268,0.116801,0.8434407711029053,259.6,54.312
56040,903,259.0,259,0.1127,0.8518584370613098,259.6,54.569
56285,904,245.0,245,0.108821,0.7202945947647095,259.6,54.828
56669,905,384.0,384,0.102741,14.575037956237793,259.6,55.219
56886,906,217.0,217,0.099305,44.759090423583984,259.6,55.445
57093,907,207.0,207,0.096028,7.227778911590576,259.6,55.651
57365,908,272.0,272,0.091721,0.4288896918296814,259.6,55.943
57565,909,200.0,200,0.088554,1.3882180452346802,259.6,56.147
57799,910,234.0,234,0.084849,0.5746752023696899,259.6,56.383
58110,911,311.0,311,0.079925,1.0242613554000854,259.6,56.704
58489,912,379.0,379,0.073924,11.799525260925293,259.6,57.086
58787,913,298.0,298,0.069206,0.3366672694683075,259.6,57.398
59033,914,246.0,246,0.065311,55.270538330078125,259.6,57.682
59366,915,333.0,333,0.060038,0.6435445547103882,259.6,58.06
59618,916,252.0,252,0.056048,0.5998440980911255,259.6,58.341
59881,917,263.0,263,0.051884,17.67494010925293,259.6,58.884
60133,918,252.0,252,0.05,0.4197359085083008,323.4,59.531
60490,919,357.0,357,0.05,54.119972229003906,323.4,59.898
60698,920,208.0,208,0.05,0.4226960241794586,323.4,60.111
60998,921,300.0,300,0.05,0.41433781385421753,323.4,60.446
61236,922,238.0,238,0.05,0.2984774708747864,323.4,60.716
61484,923,248.0,248,0.05,0.8725478649139404,323.4,60.956
61675,924,191.0,191,0.05,0.5860776305198669,323.4,61.154
61919,925,244.0,244,0.05,0.5847304463386536,323.4,61.441
62104,926,185.0,185,0.05,33.46123123168945,323.4,61.665
62406,927,302.0,302,0.05,0.5180650949478149,323.4,62.029
62798,928,392.0,392,0.05,0.28510335087776184,323.4,62.483
63098,929,300.0,300,0.05,3.0634686946868896,323.4,62.815
63422,930,324.0,324,0.05,0.5348167419433594,323.4,63.221
63764,931,342.0,342,0.05,0.5569311380386353,323.4,63.58
64044,932,280.0,280,0.05,0.5684337615966797,323.4,63.881
64272,933,228.0,228,0.05,0.6900728940963745,323.4,64.11
64518,934,246.0,246,0.05,0.5941777229309082,323.4,64.362
64731,935,213.0,213,0.05,0.26054486632347107,323.4,64.598
65000,936,269.0,269,0.05,0.49278223514556885,323.4,64.874
65209,937,209.0,209,0.05,0.25209465622901917,323.4,65.089
65452,938,243.0,243,0.05,41.399906158447266,323.4,65.314
65656,939,204.0,204,0.05,3.8201804161071777,323.4,65.513
65856,940,200.0,200,0.05,0.48219120502471924,323.4,65.722
66114,941,258.0,258,0.05,0.6418655514717102,323.4,65.98
66328,942,214.0,214,0.05,19.8422794342041,323.4,66.195
66732,943,404.0,404,0.05,0.4516761600971222,323.4,66.599
66964,944,232.0,232,0.05,0.9924011826515198,323.4,66.818
67222,945,258.0,258,0.05,0.4838707149028778,323.4,67.072
67484,946,262.0,262,0.05,7.807185173034668,323.4,67.336
67776,947,292.0,292,0.05,0.6338474154472351,323.4,67.63
68021,948,245.0,245,0.05,0.5504942536354065,323.4,67.871
68314,949,293.0,293,0.05,0.13208574056625366,323.4,68.187
68560,950,246.0,246,0.05,0.3032017648220062,323.4,68.438
68787,951,227.0,227,0.05,0.14223136007785797,323.4,68.673
68970,952,183.0,183,0.05,53.136680603027344,323.4,68.875
69288,953,318.0,318,0.05,0.27163970470428467,323.4,69.215
69487,954,199.0,199,0.05,0.16960421204566956,323.4,69.419
69667,955,180.0,180,0.05,62.22121047973633,323.4,69.607
69892,956,225.0,225,0.05,0.7017090916633606,323.4,69.827
70124,957,232.0,232,0.05,0.3234187960624695,211.0,70.283
70340,958,216.0,216,0.05,0.3346863090991974,211.0,70.49
70551,959,211.0,211,0.05,1.4934442043304443,211.0,70.707
70756,960,205.0,205,0.05,21.81354331970215,211.0,70.913
70973,961,217.0,217,0.05,19.69683265686035,211.0,71.129
71268,962,295.0,295,0.05,0.22265386581420898,211.0,71.432
71496,963,228.0,228,0.05,57.10211181640625,211.0,71.661
71710,964,214.0,214,0.05,4.359678268432617,211.0,71.913
71988,965,278.0,278,0.05,36.77375793457031,211.0,72.251
72240,966,252.0,252,0.05,0.13672642409801483,211.0,72.539
72468,967,228.0,228,0.05,0.205741286277771,211.0,72.773
72719,968,251.0,251,0.05,0.2920392155647278,211.0,73.046
72911,969,192.0,192,0.05,0.42495840787887573,211.0,73.252
73106,970,195.0,195,0.05,0.13115963339805603,211.0,73.524
73314,971,208.0,208,0.05,0.1768699735403061,211.0,73.747
73540,972,226.0,226,0.05,0.2223699688911438,211.0,73.983
73742,973,202.0,202,0.05,0.2679732143878937,211.0,74.178
73972,974,230.0,230,0.05,56.16746520996094,211.0,74.468
74172,975,200.0,200,0.05,57.41078186035156,211.0,74.679
74424,976,252.0,252,0.05,47.30830383300781,211.0,74.932
74629,977,205.0,205,0.05,55.80159378051758,211.0,75.153
74837,978,208.0,208,0.05,0.22711341083049774,211.0,75.366
75013,979,176.0,176,0.05,0.7233519554138184,211.0,75.552
75284,980,271.0,271,0.05,0.15999183058738708,211.0,75.829
75498,981,214.0,214,0.05,0.12234289944171906,211.0,76.041
75789,982,291.0,291,0.05,29.596179962158203,211.0,76.342
76039,983,250.0,250,0.05,16.848005294799805,211.0,76.602
76397,984,358.0,358,0.05,11.913036346435547,211.0,76.975
76737,985,340.0,340,0.05,0.4537186622619629,211.0,77.382
77016,986,279.0,279,0.05,0.3840830326080322,211.0,77.665
77255,987,239.0,239,0.05,0.2396441102027893,211.0,77.924
77461,988,206.0,206,0.05,0.17470501363277435,211.0,78.119
77664,989,203.0,203,0.05,0.1740952432155609,211.0,78.327
77935,990,271.0,271,0.05,0.1538694202899933,211.0,78.63
78233,991,298.0,298,0.05,59.5523796081543,211.0,78.982
78423,992,190.0,190,0.05,52.26375961303711,211.0,79.196
78605,993,182.0,182,0.05,0.09330084919929504,211.0,79.378
78868,994,263.0,263,0.05,0.07117567211389542,211.0,79.628
79102,995,234.0,234,0.05,0.16040049493312836,211.0,79.873
79313,996,211.0,211,0.05,0.15151070058345795,211.0,80.108
79543,997,230.0,230,0.05,0.10662879049777985,211.0,80.368
79709,998,166.0,166,0.05,71.7818374633789,211.0,80.543
79916,999,207.0,207,0.05,0.12250876426696777,211.0,80.782
80091,1000,175.0,175,0.05,0.12723594903945923,176.0,81.182
80268,1001,177.0,177,0.05,0.10435853153467178,176.0,81.374
80466,1002,198.0,198,0.05,0.11759181320667267,176.0,81.593
80672,1003,206.0,206,0.05,0.09621906280517578,176.0,81.8
80879,1004,207.0,207,0.05,0.09928180277347565,176.0,82.005
81113,1005,234.0,234,0.05,60.47243118286133,176.0,82.242
81283,1006,170.0,170,0.05,0.18243858218193054,176.0,82.43
81468,1007,185.0,185,0.05,0.08664993196725845,176.0,82.628
81687,1008,219.0,219,0.05,14.269593238830566,176.0,82.865
81881,1009,194.0,194,0.05,0.14167781174182892,176.0,83.063
82068,1010,187.0,187,0.05,6.352597713470459,176.0,83.25
82251,1011,183.0,183,0.05,0.15612804889678955,176.0,83.472
82466,1012,215.0,215,0.05,12.858847618103027,176.0,83.808
82658,1013,192.0,192,0.05,0.08782277256250381,176.0,84.043
82834,1014,176.0,176,0.05,14.071207046508789,176.0,84.246
83005,1015,171.0,171,0.05,0.15066353976726532,176.0,84.439
83201,1016,196.0,196,0.05,0.1266021430492401,176.0,84.641
83389,1017,188.0,188,0.05,0.06653391569852829,176.0,84.831
83546,1018,157.0,157,0.05,71.5838394165039,176.0,85.004
83722,1019,176.0,176,0.05,0.06003337353467941,176.0,85.177
83915,1020,193.0,193,0.05,13.194171905517578,176.0,85.363
84112,1021,197.0,197,0.05,0.06427512317895889,176.0,85.572
84303,1022,191.0,191,0.05,0.18681204319000244,176.0,85.785
84538,1023,235.0,235,0.05,44.20427322387695,176.0,86.031
84722,1024,184.0,184,0.05,0.08831743896007538,176.0,86.218
84894,1025,172.0,172,0.05,0.028235048055648804,176.0,86.384
85096,1026,202.0,202,0.05,0.1585644781589508,176.0,86.581
85290,1027,194.0,194,0.05,0.045620232820510864,176.0,86.773
85516,1028,226.0,226,0.05,0.08520068228244781,176.0,87.002
85725,1029,209.0,209,0.05,62.56524658203125,176.0,87.217
85937,1030,212.0,212,0.05,0.06513023376464844,176.0,87.45
86159,1031,222.0,222,0.05,0.05589045584201813,176.0,87.695
86344,1032,185.0,185,0.05,0.08085095137357712,176.0,87.876
86527,1033,183.0,183,0.05,0.12794138491153717,176.0,88.055
86702,1034,175.0,175,0.05,0.046827878803014755,176.0,88.248
86936,1035,234.0,234,0.05,0.05843522772192955,176.0,88.484
87147,1036,211.0,211,0.05,0.10472569614648819,176.0,88.693
87345,1037,198.0,198,0.05,70.11746215820312,176.0,88.88
87544,1038,199.0,199,0.05,0.0999920666217804,176.0,89.067
87732,1039,188.0,188,0.05,0.13914620876312256,176.0,89.253
87903,1040,171.0,171,0.05,0.0857699066400528,176.0,89.436
88074,1041,171.0,171,0.05,0.05650804564356804,176.0,89.617
88245,1042,171.0,171,0.05,37.94594192504883,176.0,89.786
88426,1043,181.0,181,0.05,0.05924305319786072,176.0,89.963
88603,1044,177.0,177,0.05,0.0473015233874321,176.0,90.154
88826,1045,223.0,223,0.05,10.945879936218262,176.0,90.385
88986,1046,160.0,160,0.05,0.054954007267951965,176.0,90.536
89193,1047,207.0,207,0.05,0.048499878495931625,176.0,90.742
89394,1048,201.0,201,0.05,0.0371956005692482,176.0,90.941
89589,1049,195.0,195,0.05,123.5747299194336,176.0,91.14
89783,1050,194.0,194,0.05,0.027810676023364067,176.0,91.327
89958,1051,175.0,175,0.05,10.274998664855957,176.0,91.504
90149,1052,191.0,191,0.05,0.09173069149255753,193.0,91.9
90344,1053,195.0,195,0.05,0.0503355897963047,193.0,92.095
90539,1054,195.0,195,0.05,0.056630782783031464,193.0,92.312
90729,1055,190.0,190,0.05,0.09160751104354858,193.0,92.509
90926,1056,197.0,197,0.05,0.04845761880278587,193.0,92.724
91112,1057,186.0,186,0.05,0.06293921917676926,193.0,92.913
91315,1058,203.0,203,0.05,10.984936714172363,193.0,93.103
91564,1059,249.0,249,0.05,60.30793762207031,193.0,93.359
91823,1060,259.0,259,0.05,10.016249656677246,193.0,93.622
92022,1061,199.0,199,0.05,8.523983001708984,193.0,93.834
92238,1062,216.0,216,0.05,0.05490617826581001,193.0,94.06
92441,1063,203.0,203,0.05,0.06421498209238052,193.0,94.264
92619,1064,178.0,178,0.05,0.10040555149316788,193.0,94.46
92819,1065,200.0,200,0.05,0.04903807118535042,193.0,94.654
92996,1066,177.0,177,0.05,0.09127676486968994,193.0,94.839
93191,1067,195.0,195,0.05,0.1447778046131134,193.0,95.042
93381,1068,190.0,190,0.05,10.451543807983398,193.0,95.266
93603,1069,222.0,222,0.05,0.09553737193346024,193.0,95.557
93900,1070,297.0,297,0.05,0.15752099454402924,193.0,95.859
94099,1071,199.0,199,0.05,9.904912948608398,193.0,96.109
94394,1072,295.0,295,0.05,0.36159491539001465,193.0,96.429
94653,1073,259.0,259,0.05,9.891438484191895,193.0,96.694
94900,1074,247.0,247,0.05,0.050208382308483124,193.0,96.95
95101,1075,201.0,201,0.05,0.11641587316989899,193.0,97.16
95481,1076,380.0,380,0.05,0.05962073802947998,193.0,97.545
95775,1077,294.0,294,0.05,0.05580202490091324,193.0,97.818
96113,1078,338.0,338,0.05,16.634977340698242,193.0,98.176
96362,1079,249.0,249,0.05,6.852847099304199,193.0,98.424
96533,1080,171.0,171,0.05,8.757179260253906,193.0,98.609
96733,1081,200.0,200,0.05,0.04998600855469704,193.0,98.799
96936,1082,203.0,203,0.05,7.49328088760376,193.0,99.06
97163,1083,227.0,227,0.05,0.047985728830099106,193.0,99.277
97379,1084,216.0,216,0.05,0.05195746570825577,193.0,99.53
97587,1085,208.0,208,0.05,68.26375579833984,193.0,99.807
97765,1086,178.0,178,0.05,0.03282109275460243,193.0,99.994
97942,1087,177.0,177,0.05,0.11326020956039429,193.0,100.179
98145,1088,203.0,203,0.05,0.037248920649290085,193.0,100.387
98327,1089,182.0,182,0.05,0.03653702884912491,193.0,100.58
98521,1090,194.0,194,0.05,6.447038650512695,193.0,100.774
98700,1091,179.0,179,0.05,0.03958015888929367,193.0,100.963
98873,1092,173.0,173,0.05,12.51175594329834,193.0,101.156
99038,1093,165.0,165,0.05,0.034057650715112686,193.0,101.317
99209,1094,171.0,171,0.05,19.106218338012695,193.0,101.499
99397,1095,188.0,188,0.05,0.025989972054958344,193.0,101.707
99587,1096,190.0,190,0.05,0.06763392686843872,193.0,101.9
99760,1097,173.0,173,0.05,0.10667768120765686,193.0,102.076
99976,1098,216.0,216,0.05,0.15624773502349854,193.0,102.318
100149,1099,173.0,173,0.05,5.6568450927734375,165.8,102.679
100342,1100,193.0,193,0.05,0.031388863921165466,165.8,102.892
100560,1101,218.0,218,0.05,0.047782786190509796,165.8,103.138
100732,1102,172.0,172,0.05,0.049487411975860596,165.8,103.312
100920,1103,188.0,188,0.05,0.04518827423453331,165.8,103.512
101104,1104,184.0,184,0.05,6.351649284362793,165.8,103.704
101324,1105,220.0,220,0.05,0.06731802970170975,165.8,103.96
101514,1106,190.0,190,0.05,53.656890869140625,165.8,104.166
101709,1107,195.0,195,0.05,0.05148819833993912,165.8,104.426
101908,1108,199.0,199,0.05,0.07388383150100708,165.8,104.612
102131,1109,223.0,223,0.05,0.0550290010869503,165.8,104.926
102451,1110,320.0,320,0.05,0.036896102130413055,165.8,105.231
102668,1111,217.0,217,0.05,0.06637489795684814,165.8,105.45
102918,1112,250.0,250,0.05,3.583193302154541,165.8,105.688
103182,1113,264.0,264,0.05,3.3370981216430664,165.8,105.988
103422,1114,240.0,240,0.05,0.05076790228486061,165.8,106.227
103575,1115,153.0,153,0.05,3.3572604656219482,165.8,106.383
103803,1116,228.0,228,0.05,0.03298138454556465,165.8,106.621
103993,1117,190.0,190,0.05,7.6234307289123535,165.8,106.811
104269,1118,276.0,276,0.05,0.03440214693546295,165.8,107.08
104463,1119,194.0,194,0.05,0.03794856369495392,165.8,107.261
104802,1120,339.0,339,0.05,0.3435807228088379,165.8,107.633
105017,1121,215.0,215,0.05,53.09516906738281,165.8,107.878
105328,1122,311.0,311,0.05,0.04473164677619934,165.8,108.214
105558,1123,230.0,230,0.05,0.09436095505952835,165.8,108.454
105729,1124,171.0,171,0.05,1.7503732442855835,165.8,108.637
105933,1125,204.0,204,0.05,1.5433902740478516,165.8,108.86
106198,1126,265.0,265,0.05,1.6821796894073486,165.8,109.132
106381,1127,183.0,183,0.05,1.829174280166626,165.8,109.397
106602,1128,221.0,221,0.05,3.8844780921936035,165.8,109.614
106779,1129,177.0,177,0.05,0.05430348590016365,165.8,109.783
106990,1130,211.0,211,0.05,6.122676372528076,165.8,110.028
107266,1131,276.0,276,0.05,0.8924117088317871,165.8,110.326
107414,1132,148.0,148,0.05,48.322044372558594,165.8,110.481
107568,1133,154.0,154,0.05,1.199625015258789,165.8,110.626
107762,1134,194.0,194,0.05,0.12941770255565643,165.8,110.831
107931,1135,169.0,169,0.05,2.0990841388702393,165.8,110.992
108107,1136,176.0,176,0.05,0.9093393683433533,165.8,111.161
108281,1137,174.0,174,0.05,0.4306287467479706,165.8,111.325
108431,1138,150.0,150,0.05,0.05102185159921646,165.8,111.468
108603,1139,172.0,172,0.05,0.03269195556640625,165.8,111.648
108763,1140,160.0,160,0.05,0.04877361282706261,165.8,111.801
108905,1141,142.0,142,0.05,0.0807485282421112,165.8,111.964
109078,1142,173.0,173,0.05,0.10074536502361298,165.8,112.128
109228,1143,150.0,150,0.05,0.08026123046875,165.8,112.269
109374,1144,146.0,146,0.05,0.025915928184986115,165.8,112.424
109551,1145,177.0,177,0.05,0.07177089899778366,165.8,112.588
109701,1146,150.0,150,0.05,0.03620673716068268,165.8,112.741
109850,1147,149.0,149,0.05,0.04764705151319504,165.8,112.873
110010,1148,160.0,160,0.05,0.1501070261001587,180.0,113.251
110193,1149,183.0,183,0.05,0.02097129262983799,180.0,113.446
110351,1150,158.0,158,0.05,43.910831451416016,180.0,113.605
110511,1151,160.0,160,0.05,0.061945319175720215,180.0,113.778
110660,1152,149.0,149,0.05,0.06464140117168427,180.0,113.927
110797,1153,137.0,137,0.05,0.30451661348342896,180.0,114.073
110946,1154,149.0,149,0.05,0.06649462133646011,180.0,114.221
111091,1155,145.0,145,0.05,0.09247399121522903,180.0,114.366
111250,1156,159.0,159,0.05,0.06682389229536057,180.0,114.522
111407,1157,157.0,157,0.05,0.8680325746536255,180.0,114.698
111573,1158,166.0,166,0.05,0.062156789004802704,180.0,114.86
111739,1159,166.0,166,0.05,0.04529083892703056,180.0,115.029
111906,1160,167.0,167,0.05,0.9629852771759033,180.0,115.204
112080,1161,174.0,174,0.05,0.09699695557355881,180.0,115.383
112287,1162,207.0,207,0.05,0.1266535222530365,180.0,115.588
112458,1163,171.0,171,0.05,43.053916931152344,180.0,115.759
112645,1164,187.0,187,0.05,0.03981881961226463,180.0,115.934
112849,1165,204.0,204,0.05,0.04239504039287567,180.0,116.131
113049,1166,200.0,200,0.05,40.052528381347656,180.0,116.357
113290,1167,241.0,241,0.05,0.06635423749685287,180.0,116.615
113486,1168,196.0,196,0.05,0.04887775331735611,180.0,116.814
113699,1169,213.0,213,0.05,0.06846275925636292,180.0,117.014
113918,1170,219.0,219,0.05,0.12297728657722473,180.0,117.213
114142,1171,224.0,224,0.05,0.07160041481256485,180.0,117.447
114367,1172,225.0,225,0.05,0.04083641991019249,180.0,117.655
114564,1173,197.0,197,0.05,0.04012773558497429,180.0,117.847
114766,1174,202.0,202,0.05,0.06834126263856888,180.0,118.041
114990,1175,224.0,224,0.05,0.05747437849640846,180.0,118.265
115212,1176,222.0,222,0.05,0.04049965739250183,180.0,118.498
115401,1177,189.0,189,0.05,0.10497136414051056,180.0,118.711
115575,1178,174.0,174,0.05,0.03401874005794525,180.0,118.886
115784,1179,209.0,209,0.05,0.04539858549833298,180.0,119.1
115989,1180,205.0,205,0.05,40.36001968383789,180.0,119.304
116261,1181,272.0,272,0.05,0.054381079971790314,180.0,119.576
116602,1182,341.0,341,0.05,0.03412625566124916,180.0,119.942
116845,1183,243.0,243,0.05,0.05982504040002823,180.0,120.209
117069,1184,224.0,224,0.05,0.07200677692890167,180.0,120.425
117314,1185,245.0,245,0.05,0.04560067132115364,180.0,120.674
117506,1186,192.0,192,0.05,0.0499916598200798,180.0,120.879
117724,1187,218.0,218,0.05,0.05455511808395386,180.0,121.089
117925,1188,201.0,201,0.05,0.06610450148582458,180.0,121.288
118282,1189,357.0,357,0.05,0.04735038802027702,180.0,121.648
118463,1190,181.0,181,0.05,0.0317978635430336,180.0,121.821
118816,1191,353.0,353,0.05,0.06534724682569504,180.0,122.178
119097,1192,281.0,281,0.05,0.03056623786687851,180.0,122.463
119290,1193,193.0,193,0.05,0.3251805901527405,180.0,122.664
119479,1194,189.0,189,0.05,0.0509406179189682,180.0,122.858
119661,1195,182.0,182,0.05,0.10143538564443588,180.0,123.055
119859,1196,198.0,198,0.05,0.1003703773021698,180.0,123.243
